ticker,date,weighted_joy,weighted_fear,weighted_anger,weighted_sadness,weighted_surprise,weighted_neutral,weighted_polarity,topic_score,headline_count,label_1d,label_3d,label_5d,emotion_std,weighted_joy_prev,weighted_fear_prev,weighted_anger_prev,weighted_sadness_prev,weighted_surprise_prev,dominant_emotion
TSLA,2024-11-05,0.024886628337581037,0.0041897148065104094,0.008364445559318354,0.0024377695828547608,0.681725888556656,0.004467035015717469,0.6916205869455534,0.7171705961227417,1,1,1,1,0.30054966155275126,0.12994138771093672,0.009253445870889603,0.00904777360714824,0.0011261659662431802,0.6822641922782857,4
TSLA,2024-11-07,0.0016500314960498862,0.001491862892568596,0.0007944497696165913,0.0005065940304482398,0.35070896836998594,0.0014381374923866095,0.3495660931734023,0.7634925842285156,1,1,1,1,0.15634580358572514,0.024886628337581037,0.0041897148065104094,0.008364445559318354,0.0024377695828547608,0.681725888556656,4
TSLA,2024-11-08,0.059714994378570196,0.10772150886831251,0.03688863462595602,0.003865634769379345,0.7233065970940372,0.09542912088295448,0.6345458132089595,0.75635826587677,1,1,1,0,0.3025642419213974,0.0016500314960498862,0.001491862892568596,0.0007944497696165913,0.0005065940304482398,0.35070896836998594,4
TSLA,2024-12-03,0.11584574596457964,0.011088786165250913,0.46537409898853177,0.011885497805820421,0.9229888759183638,0.002108025271500606,0.5504862389233401,0.931939423084259,1,1,1,1,0.39233544133727305,0.059714994378570196,0.10772150886831251,0.03688863462595602,0.003865634769379345,0.7233065970940372,4
TSLA,2024-12-12,0.36164034779195825,0.01768849627796609,0.008740453259244392,0.002840874935419107,0.8338072148117348,0.24941808771919755,1.1661777381310634,0.8373132348060608,1,1,1,1,0.3627771443930596,0.11584574596457964,0.011088786165250913,0.46537409898853177,0.011885497805820421,0.9229888759183638,4
TSLA,2024-12-16,0.1535784161540192,0.16361867314525108,0.03513621289698319,0.031796356713151404,0.6994236186736204,0.0013394520255634549,0.6224507920722538,0.9744710922241212,1,1,0,0,0.27702834654303893,0.36164034779195825,0.01768849627796609,0.008740453259244392,0.002840874935419107,0.8338072148117348,4
TSLA,2025-01-02,0.22882873789191074,0.05345997200502824,0.007211086157007829,0.0102655951370326,0.6451462392062792,0.049659149580344994,0.8030383237991213,0.7411181777715683,4,1,1,1,0.2706566155708507,0.1535784161540192,0.16361867314525108,0.03513621289698319,0.031796356713151404,0.6994236186736204,4
TSLA,2025-01-24,0.03333198167104906,0.10851114347581163,0.012325954405373134,0.007058739882252201,0.6154801278640711,0.011379781834851666,0.5209162717716831,0.6653633117675781,2,0,0,0,0.26040746194065834,0.22882873789191074,0.05345997200502824,0.007211086157007829,0.0102655951370326,0.6451462392062792,4
TSLA,2025-01-30,0.10014007043289701,0.04639090159939461,0.007046419133162091,0.002192743688083174,0.5733063647845379,0.00872996521213902,0.617816370796795,0.7892288565635681,3,1,0,0,0.24217983454581443,0.03333198167104906,0.10851114347581163,0.012325954405373134,0.007058739882252201,0.6154801278640711,4
TSLA,2025-01-31,0.13954911509068246,0.059970599372702826,0.08049295758699054,0.05049828782548226,0.5785678023261731,0.08834687376988444,0.5271550726316798,0.6418117880821228,1,0,0,0,0.22447465576168188,0.10014007043289701,0.04639090159939461,0.007046419133162091,0.002192743688083174,0.5733063647845379,4
TSLA,2025-02-11,0.024743529887054135,0.08993243128900466,0.012926198312874606,0.006419383611739106,0.5991792815603596,0.0262361992347001,0.5146447982337952,0.7385975003242493,5,1,1,1,0.2551506913336052,0.13954911509068246,0.059970599372702826,0.08049295758699054,0.05049828782548226,0.5785678023261731,4
TSLA,2025-02-12,0.000531483513587168,0.0031733991273357126,0.00261248316064751,0.0454183765986826,0.5128493113980994,0.0008121438661488205,0.46217653602502073,0.6144709587097168,1,1,1,1,0.22435639423965503,0.024743529887054135,0.08993243128900466,0.012926198312874606,0.006419383611739106,0.5991792815603596,4
TSLA,2025-02-13,0.033132741176928174,0.0028937519451441842,0.0022937713031016154,0.10248405865621012,0.33454215200526605,0.07858005718256676,0.26000331127773824,0.6907967925071716,1,0,1,0,0.13994819862766336,0.000531483513587168,0.0031733991273357126,0.00261248316064751,0.0454183765986826,0.5128493113980994,4
TSLA,2025-02-14,0.2572170510613212,0.02979937871948629,0.038144172839639834,0.009240565367246057,0.6433494679476759,0.11419621259015496,0.8233824020826246,0.6526688933372498,1,0,0,0,0.2698556359393065,0.033132741176928174,0.0028937519451441842,0.0022937713031016154,0.10248405865621012,0.33454215200526605,4
TSLA,2025-02-21,0.22995503678368223,0.007711261822906797,0.006735953054221321,0.0039400245254602095,0.6323451418658621,0.033562082022317224,0.843912939246956,0.8818610310554504,1,0,0,0,0.2728268645754056,0.2572170510613212,0.02979937871948629,0.038144172839639834,0.009240565367246057,0.6433494679476759,4
TSLA,2025-02-24,0.030160589900809023,0.020030258445641984,0.010308304984424322,0.0065176613787624625,0.5412590261997821,0.0077709427891013505,0.5345633912917622,0.6135542988777161,1,0,0,0,0.23474509963681248,0.22995503678368223,0.007711261822906797,0.006735953054221321,0.0039400245254602095,0.6323451418658621,4
TSLA,2025-02-26,0.01718182793830172,0.006257415440490602,0.008917931596521081,0.0027394529722108603,0.7529044208158666,0.03349480934900835,0.7521714487449458,0.9142837524414062,1,0,0,0,0.3328277861295081,0.030160589900809023,0.020030258445641984,0.010308304984424322,0.0065176613787624625,0.5412590261997821,4
TSLA,2025-02-27,0.014795186291316022,0.5164871584096034,0.11351328083000387,0.09348674354589726,0.7737303543119155,0.11845004885238804,0.06503835781772693,0.7750471830368042,1,1,0,0,0.3278814894625751,0.01718182793830172,0.006257415440490602,0.008917931596521081,0.0027394529722108603,0.7529044208158666,4
TSLA,2025-03-04,0.039811647617910194,0.001012144671584162,0.0012714766756107595,0.0002464837151194011,0.7676405230181977,0.0018525812275824482,0.8049220655737933,0.7954962849617004,1,1,0,0,0.3389857608811101,0.014795186291316022,0.5164871584096034,0.11351328083000387,0.09348674354589726,0.7737303543119155,4
TSLA,2025-03-06,0.004033681108040656,0.014538422609210677,0.005472034480022492,0.007208589625427239,0.7045599235067215,0.0057854401145507285,0.6813745579001017,0.9006659984588623,1,0,0,0,0.31162083430087517,0.039811647617910194,0.001012144671584162,0.0012714766756107595,0.0002464837151194011,0.7676405230181977,4
TSLA,2025-03-10,0.013486856054201487,0.09923440514959336,0.045873645082664706,0.0024744523746587097,0.594943596227699,0.0021827764926902835,0.4608479496749836,0.776952713727951,2,1,1,1,0.25089173052322206,0.004033681108040656,0.014538422609210677,0.005472034480022492,0.007208589625427239,0.7045599235067215,4
